날짜,품목,품종,등급,거래단위,최저가,최고가,평균가,전일대비 등락,전일 평균대비,전7일 평균대비,전년 동월동일 평균대비
2025.05.12,복숭아,복숭아 대옥계(백),하,2.5kg상자,70000,90000,81111,"-18,889","100,000(81.1%)","92,500(87.7%)",0
2025.05.12,복숭아,복숭아 몽부사(백),특,2.5kg상자,130000,130000,130000,"""""","130,000(100%)","130,000(100%)",0
2025.05.12,복숭아,복숭아 몽부사(백),상,2.5kg상자,120000,130000,123846,-440,"124,286(99.6%)","122,977(100.7%)",0
2025.05.12,복숭아,복숭아 몽부사(백),보통,2.5kg상자,100000,120000,112000,"-2,000","114,000(98.2%)","112,000(100%)",0
2025.05.12,복숭아,복숭아 몽부사(백),하,2.5kg상자,70000,90000,81111,"-18,889","100,000(81.1%)","92,500(87.7%)",0
2025.05.12,포도,포도 델라웨어,특,2kg상자,43000,43000,43000,"-2,000","45,000(95.6%)","52,200(82.4%)","45,000(95.6%)"
2025.05.12,포도,포도 델라웨어,상,2kg상자,42000,43000,42956,"-2,044","45,000(95.5%)","52,200(82.3%)","45,000(95.5%)"
2025.05.12,포도,포도 델라웨어,보통,2kg상자,18000,42000,34463,"-10,537","45,000(76.6%)","51,212(67.3%)","45,000(76.6%)"
2025.05.12,포도,포도 델라웨어,하,2kg상자,12000,18000,13000,"-29,875","42,875(30.3%)","48,575(26.8%)","45,000(28.9%)"
2025.05.12,포도,포도 샤인머스캣,특,2kg상자,10000,10000,10000,"""""","10,000(100%)","9,917(100.8%)",0
2025.05.12,포도,포도 샤인머스캣,상,2kg상자,7000,10000,8685,"""""","8,685(100%)","8,742(99.3%)",0
2025.05.12,포도,포도 샤인머스캣,보통,2kg상자,6000,7000,6445,"""""","6,445(100%)","6,782(95%)",0
2025.05.12,포도,포도 샤인머스캣,하,2kg상자,4000,6000,5340,"""""","5,340(100%)","5,499(97.1%)",0
2025.05.12,포도,포도 샤인머스캣,특,4kg상자,25000,25000,25000,"""""","25,000(100%)","24,718(101.1%)",0
2025.05.12,포도,포도 샤인머스캣,상,4kg상자,24000,25000,24989,"""""","24,989(100%)","24,101(103.7%)",0
2025.05.12,포도,포도 샤인머스캣,보통,4kg상자,17000,24000,21685,"""""","21,685(100%)","20,646(105%)",0
2025.05.12,포도,포도 샤인머스캣,하,4kg상자,8000,17000,14534,"""""","14,534(100%)","14,099(103.1%)",0
2025.05.12,포도,포도 수입,특,8kg상자,42000,46000,45029,"-4,255","49,284(91.4%)","45,995(97.9%)","75,813(59.4%)"
2025.05.12,포도,포도 수입,상,8kg상자,23000,42000,32284,"-9,427","41,711(77.4%)","35,389(91.2%)","63,171(51.1%)"
2025.05.12,포도,포도 수입,보통,8kg상자,21000,23000,21086,"-2,667","23,753(88.8%)","23,048(91.5%)","48,212(43.7%)"
2025.05.12,포도,포도 수입,하,8kg상자,13000,21000,20478,"15,242","5,236(391.1%)","15,103(135.6%)","42,000(48.8%)"
2025.05.12,감귤,감귤,특,3kg상자,40000,40000,40000,"40,000",0,0,"47,000(85.1%)"
2025.05.12,감귤,감귤,상,3kg상자,40000,40000,40000,"40,000",0,0,"44,215(90.5%)"
2025.05.12,감귤,감귤,보통,3kg상자,37000,40000,38531,"38,531",0,0,"30,957(124.5%)"
2025.05.12,감귤,감귤,하,3kg상자,13000,37000,25000,"25,000",0,0,"27,694(90.3%)"
2025.05.12,감귤,감귤 하우스,특,3kg상자,40000,40000,40000,"40,000",0,0,"47,000(85.1%)"
2025.05.12,감귤,감귤 하우스,상,3kg상자,40000,40000,40000,"40,000",0,0,"44,215(90.5%)"
2025.05.12,감귤,감귤 하우스,보통,3kg상자,37000,40000,38531,"38,531",0,0,"30,957(124.5%)"
2025.05.12,감귤,감귤 하우스,하,3kg상자,13000,37000,25000,"25,000",0,0,"27,694(90.3%)"
2025.05.12,만감,만감 한라봉,특,9kg상자,33000,35000,33444,"""""","33,444(100%)","39,815(84%)",0
2025.05.12,만감,만감 한라봉,상,9kg상자,30000,33000,30201,"""""","30,201(100%)","36,335(83.1%)",0
2025.05.12,만감,만감 한라봉,보통,9kg상자,28000,30000,28923,"""""","28,923(100%)","29,534(97.9%)",0
2025.05.12,만감,만감 한라봉,하,9kg상자,21000,28000,27746,"""""","27,746(100%)","24,318(114.1%)",0
2025.05.12,만감,만감 천혜향,특,3kg상자,18000,18000,18000,"""""","18,000(100%)","18,500(97.3%)",0
2025.05.12,만감,만감 천혜향,상,3kg상자,9000,18000,11218,"""""","11,218(100%)","12,957(86.6%)",0
2025.05.12,만감,만감 천혜향,보통,3kg상자,9000,9000,9000,"""""","9,000(100%)","10,516(85.6%)",0
2025.05.12,만감,만감 천혜향,하,3kg상자,9000,9000,9000,"""""","9,000(100%)","9,987(90.1%)",0
2025.05.12,만감,만감 천혜향,특,9kg상자,55000,55000,55000,"""""","55,000(100%)","53,718(102.4%)",0
2025.05.12,만감,만감 천혜향,상,9kg상자,33000,55000,44491,"""""","44,491(100%)","46,019(96.7%)",0
2025.05.12,만감,만감 천혜향,보통,9kg상자,22000,33000,27083,"""""","27,083(100%)","35,272(76.8%)",0
2025.05.12,만감,만감 천혜향,하,9kg상자,11000,22000,13227,"""""","13,227(100%)","24,071(54.9%)",0
2025.05.12,자두,자두 대석,특,1.5kg상자,40000,45000,43333,"-1,667","45,000(96.3%)","51,111(84.8%)","50,000(86.7%)"
2025.05.12,자두,자두 대석,상,1.5kg상자,35000,40000,39722,"-4,653","44,375(89.5%)","48,125(82.5%)","45,905(86.5%)"
2025.05.12,자두,자두 대석,보통,1.5kg상자,30000,35000,32222,"-5,972","38,194(84.4%)","43,139(74.7%)","39,626(81.3%)"
2025.05.12,자두,자두 대석,하,1.5kg상자,13000,30000,25458,145,"25,313(100.6%)","38,438(66.2%)","29,156(87.3%)"
2025.05.12,살구,살구 개량,특,6kg상자,120000,120000,120000,"120,000",0,0,"120,000(100%)"
2025.05.12,살구,살구 개량,상,6kg상자,120000,120000,120000,"120,000",0,0,"120,000(100%)"
2025.05.12,살구,살구 개량,보통,6kg상자,84000,120000,104585,"104,585",0,0,"106,800(97.9%)"
2025.05.12,살구,살구 개량,하,6kg상자,72000,84000,76000,"76,000",0,0,"96,000(79.2%)"
2025.05.12,키위,그린키위 국산,특,10kg상자,30000,35000,32800,"""""","32,800(100%)","32,800(100%)",0
2025.05.12,키위,그린키위 국산,상,10kg상자,26000,30000,28296,"""""","28,296(100%)","28,296(100%)",0
2025.05.12,키위,그린키위 국산,보통,10kg상자,25000,26000,25450,"""""","25,450(100%)","25,450(100%)",0
2025.05.12,키위,그린키위 국산,하,10kg상자,6000,25000,20278,"""""","20,278(100%)","20,278(100%)",0
2025.05.12,바나나,바나나 수입,특,13kg상자,31000,38000,33478,-221,"33,699(99.3%)","33,790(99.1%)","33,602(99.6%)"
2025.05.12,바나나,바나나 수입,상,13kg상자,26000,31000,28107,265,"27,842(101%)","28,222(99.6%)","24,538(114.5%)"
2025.05.12,바나나,바나나 수입,보통,13kg상자,15000,26000,20446,98,"20,348(100.5%)","21,954(93.1%)","16,605(123.1%)"
2025.05.12,바나나,바나나 수입,하,13kg상자,7000,15000,13741,786,"12,955(106.1%)","13,267(103.6%)","9,704(141.6%)"
2025.05.12,바나나,바나나 수입,특,7kg상자,7000,7000,7000,"""""","7,000(100%)","8,000(87.5%)",0
2025.05.12,바나나,바나나 수입,상,7kg상자,7000,7000,7000,"""""","7,000(100%)","8,000(87.5%)",0
2025.05.12,바나나,바나나 수입,보통,7kg상자,7000,7000,7000,"""""","7,000(100%)","8,000(87.5%)",0
2025.05.12,바나나,바나나 수입,하,7kg상자,7000,7000,7000,"""""","7,000(100%)","8,000(87.5%)",0
2025.05.12,파인애플,파인애플 수입,특,12kg상자,30000,30000,30000,"""""","30,000(100%)","30,391(98.7%)","28,576(105%)"
2025.05.12,파인애플,파인애플 수입,상,12kg상자,27000,30000,28670,-982,"29,652(96.7%)","29,548(97%)","26,758(107.1%)"
2025.05.12,파인애플,파인애플 수입,보통,12kg상자,21000,27000,26750,307,"26,443(101.2%)","27,457(97.4%)","22,413(119.4%)"
2025.05.12,파인애플,파인애플 수입,하,12kg상자,20000,21000,20167,"1,016","19,151(105.3%)","23,058(87.5%)","20,000(100.8%)"
2025.05.12,파인애플,골드파인애플 수입,특,12kg상자,30000,30000,30000,"-1,021","31,021(96.7%)","30,523(98.3%)","28,865(103.9%)"
2025.05.12,파인애플,골드파인애플 수입,상,12kg상자,30000,30000,30000,"""""","30,000(100%)","29,439(101.9%)","23,807(126%)"
2025.05.12,파인애플,골드파인애플 수입,보통,12kg상자,26000,30000,28938,-183,"29,121(99.4%)","27,991(103.4%)","20,821(139%)"
2025.05.12,파인애플,골드파인애플 수입,하,12kg상자,26000,26000,26000,"-1,222","27,222(95.5%)","25,452(102.2%)","12,476(208.4%)"
2025.05.12,산딸기,산딸기 국산,특,1kg상자,43000,43000,43000,"-11,347","54,347(79.1%)","49,932(86.1%)","45,469(94.6%)"
2025.05.12,산딸기,산딸기 국산,상,1kg상자,30000,43000,33871,"-14,897","48,768(69.5%)","43,736(77.4%)","40,177(84.3%)"
2025.05.12,산딸기,산딸기 국산,보통,1kg상자,20000,30000,24962,"-13,178","38,140(65.4%)","34,843(71.6%)","35,106(71.1%)"
2025.05.12,산딸기,산딸기 국산,하,1kg상자,7000,20000,13809,"-10,276","24,085(57.3%)","23,192(59.5%)","22,331(61.8%)"
2025.05.12,오디,오디 국산,특,0.25kg,4500,4500,4500,"-1,500","6,000(75%)","5,563(80.9%)",0
2025.05.12,오디,오디 국산,상,0.25kg,4500,4500,4500,"-1,500","6,000(75%)","4,470(100.7%)",0
2025.05.12,오디,오디 국산,보통,0.25kg,4000,4500,4413,"-1,587","6,000(73.6%)","3,671(120.2%)",0
2025.05.12,오디,오디 국산,하,0.25kg,3750,4000,3842,"-1,332","5,174(74.3%)","3,279(117.2%)",0
2025.05.12,오디,오디 국산,특,1kg,18000,18000,18000,"-6,000","24,000(75%)","22,180(81.2%)",0
2025.05.12,오디,오디 국산,상,1kg,18000,18000,18000,"-6,000","24,000(75%)","17,870(100.7%)",0
2025.05.12,오디,오디 국산,보통,1kg,16000,18000,17650,"-6,350","24,000(73.5%)","14,686(120.2%)",0
2025.05.12,오디,오디 국산,하,1kg,15000,16000,15367,"-5,062","20,429(75.2%)","13,072(117.6%)",0
2025.05.12,오렌지,오렌지 네블 수입,특,17kg상자,66000,69000,68103,832,"67,271(101.2%)","65,491(104%)","67,862(100.4%)"
2025.05.12,오렌지,오렌지 네블 수입,상,17kg상자,56000,66000,59593,"-2,221","61,814(96.4%)","56,912(104.7%)","62,422(95.5%)"
2025.05.12,오렌지,오렌지 네블 수입,보통,17kg상자,50000,56000,54046,"5,868","48,178(112.2%)","46,159(117.1%)","50,333(107.4%)"
2025.05.12,오렌지,오렌지 네블 수입,하,17kg상자,42000,50000,45200,"1,573","43,627(103.6%)","40,756(110.9%)","30,000(150.7%)"
2025.05.12,오렌지,오렌지 네블 수입,특,18kg상자,66000,68000,66417,-637,"67,054(99.1%)","61,829(107.4%)","63,000(105.4%)"
2025.05.12,오렌지,오렌지 네블 수입,상,18kg상자,50000,66000,56979,"1,923","55,056(103.5%)","54,810(104%)","62,331(91.4%)"
2025.05.12,오렌지,오렌지 네블 수입,보통,18kg상자,40000,50000,43345,"-2,901","46,246(93.7%)","44,821(96.7%)","60,409(71.8%)"
2025.05.12,오렌지,오렌지 네블 수입,하,18kg상자,18000,40000,33589,"-7,615","41,204(81.5%)","38,621(87%)","58,744(57.2%)"
2025.05.12,망고,망고 국산,특,3kg상자,180000,180000,180000,"""""","180,000(100%)","180,714(99.6%)","165,429(108.8%)"
2025.05.12,망고,망고 국산,상,3kg상자,160000,180000,173333,"""""","173,333(100%)","177,423(97.7%)","155,295(111.6%)"
2025.05.12,망고,망고 국산,보통,3kg상자,125000,160000,134741,"""""","134,741(100%)","156,030(86.4%)","140,940(95.6%)"
2025.05.12,망고,망고 국산,하,3kg상자,90000,125000,105577,"""""","105,577(100%)","114,937(91.9%)","104,138(101.4%)"
2025.05.12,망고,망고 수입,특,5kg상자,26000,31000,27280,"-4,248","31,528(86.5%)","30,986(88%)","36,375(75%)"
2025.05.12,망고,망고 수입,상,5kg상자,25000,26000,25253,"-1,376","26,629(94.8%)","26,527(95.2%)","29,086(86.8%)"
2025.05.12,망고,망고 수입,보통,5kg상자,22000,25000,23213,"7,530","15,683(148%)","21,929(105.9%)","27,911(83.2%)"
2025.05.12,망고,망고 수입,하,5kg상자,1000,22000,10598,"3,334","7,264(145.9%)","16,965(62.5%)","23,730(44.7%)"
2025.05.12,아보카도,아보카도 수입,특,5kg상자,27500,27500,27500,"""""","27,500(100%)","27,500(100%)","33,000(83.3%)"
2025.05.12,아보카도,아보카도 수입,상,5kg상자,15000,27500,24416,"""""","24,416(100%)","24,416(100%)","33,000(74%)"
2025.05.12,아보카도,아보카도 수입,보통,5kg상자,10000,15000,12764,"""""","12,764(100%)","12,764(100%)","29,304(43.6%)"
2025.05.12,아보카도,아보카도 수입,하,5kg상자,3750,10000,9732,"""""","9,732(100%)","9,732(100%)","11,607(83.8%)"
2025.05.12,블루베리,블루베리 국산,특,1kg,38000,64000,44572,325,"44,247(100.7%)","45,739(97.4%)","40,862(109.1%)"
2025.05.12,블루베리,블루베리 국산,상,1kg,31000,38000,32803,-774,"33,577(97.7%)","33,977(96.5%)","29,724(110.4%)"
2025.05.12,블루베리,블루베리 국산,보통,1kg,27000,31000,29240,-454,"29,694(98.5%)","30,109(97.1%)","24,091(121.4%)"
2025.05.12,블루베리,블루베리 국산,하,1kg,19000,27000,24783,49,"24,734(100.2%)","25,009(99.1%)","18,712(132.4%)"
